statements,tiidf_result,lsi_result,lda_result,difflib_resutl
"I just got a few questions, because I'm not quite clued up about the FCA. SO I'm starting up a business where I'll be buying goods and people will be buying it back off me, but they can pay quarterly, so finance, basically. So I'm just asking some questions, what kind of clearance do I need for that and how do I go about doing that.","Is the credit provided to your customer so he can purchase land for non residential purposes? Before answering the question, click HERE to (watch a video)(read advice) which explains what this means as the question does not relate to all purchases of land.  60D","a. Do you charge any money to borrowers in connection with the provision of credit – including interest payments and other charges?

b. Is the obligation to repay secured by a legal mortgage on land?

c. Are your agreements ever hire purchase or conditional sale agreements? If you answer ‘yes’ to any of these question, then please click ‘yes'. Otherwise click ‘no’  A ‘hire-purchase agreement’ is an agreement between you as owner and another person as hirer of goods where the hirer has the option or ability to buy the goods. The goods should be in the possession of the hirer. This agreement is not to be confused with a consumer hire agreement which is also an agreement between you as owner and another person as hirer of goods BUT which does not give the hirer the option to purchase the goods. credit ready q.5","Do you deal with Consumer Clients 'by way of business'? The expression 'by way of business' means that you conduct this activity regularly. If you intend to provide a loan to an individual once for example, you will not need to be authorised. If you are not sure how this applies to you, please click HERE to find out more.   ",Are you a local authority or a 'Specified Person'? Click HERE to check if you are a housing authority or specified person.  60E(2)
We just want some advice on what process we'd need to complete to become authorised. We sell used cars and we want to be able to provide finance for customers ,Are the loans you provide to your customers for the purposes of financing the purchase of a dwelling and secured by a mortgage on land? Please click HERE to (watch this video) and click 'yes' if ANY of the credit agreements you enter into with your customers are mentioned or listed in the video.   60E,Are the loans you provide to your customers for the purposes of financing the purchase of a dwelling and secured by a mortgage on land? Please click HERE to (watch this video) and click 'yes' if ANY of the credit agreements you enter into with your customers are mentioned or listed in the video.   60E,"<p><strong>Do you deal with Consumer Clients?</strong></p> <p>A consumer client is an individual whose habitual residence is in the UK. Click HERE for more information. The term 'deal' is used here in a very broad sense. It refers to providing lending services, other credit related services, debt services related to credit agreements, credit referencing services, peer to peer lending platforms which relate to consumer credit agreements and more. If you are not sure if you deal with consumer clients, please click 'yes' so you can confirm this by completing this questionnaire.</p> <p>Whether you need a consumer credit license or not depends on who your customers are. if your customers are NOT consumers, for example if they are companies and you regularly provide them with loans, then you should take our intermediary questionnaire to check if you need to apply for another license. Please click HERE to take the intermediary questionnaire. Please note that where you are based has no impact on whether you should apply for a license or not. For the purposes of this analysis, it is the location of your customers that matters.</p> ","Do you carry on the activity of debt collecting? Please click ‘yes’ if you take steps that lead to the payment of a debt under a credit agreement or a hire agreement or any of the agreements listed in this list (add link), Otherwise, click ‘no’.  39F"
"This is all relating to an agreement between myself and a friend who has approached me to lend money for the purpose of buying a vehicle, but for profit purposes. So, what I'm wanting to know, is, am I able to lend him my personal money, for a period of six months, in return for a monthly interest rate. Do I need to be an approved, or have any approvals to be able to do this?",Is the agreement a borrower lender supplier agreement? A borrower lender supplier agreement is a credit (or loan) agreement where on person (A) lends to another person (B) and amount of money in connection with the supply of goods (whether by (A) or another person).  60F,Is the agreement a borrower lender supplier agreement? A borrower lender supplier agreement is a credit (or loan) agreement where on person (A) lends to another person (B) and amount of money in connection with the supply of goods (whether by (A) or another person).  60F,Are your agreements secured by a legal mortgage on land?   check where in RAO this comes from? it's in Credit Ready. q15.,"Are you a not for profit organisation? A not-for-profit body is one which, by virtue of its constitution or any enactment:
(1) is required (after payment of outgoings) to apply the whole of its income, and any capital which it expends, for charitable or public purposes, and 
(2) is prohibited from directly or indirectly distributing amongst its members any part of its assets (otherwise than for charitable or public purposes).  "
"Just a quick enquiry, what it is, I want to set up a little, small office, to pass on work to brokers for mortgages and loans and all that. So what kind of licence would I require to do that?","Is the loan provided to the customer in connection with a dwelling and secured by a mortgage on land? Before you answer the question, click HERE to see what conditions apply.  60E(5)","Is the loan provided to the customer in connection with a dwelling and secured by a mortgage on land? Before you answer the question, click HERE to see what conditions apply.  60E(5)",Is the loan provided to an individual in connection with a dwelling and secured by a mortgage on the land? Please click HERE to see what conditions apply.  This is to eliminate 60D,"Is the loan provided to the customer in connection with a dwelling and secured by a mortgage on land? Before you answer the question, click HERE to see what conditions apply.  60E(5)"
How do I apply apply for a credit licence?,"Is the loan provided to the customer in connection with a dwelling and secured by a mortgage on land? Before you answer the question, click HERE to see what conditions apply.  60E(5)","Is the loan provided to the customer in connection with a dwelling and secured by a mortgage on land? Before you answer the question, click HERE to see what conditions apply.  60E(5)","Is the credit agreement a 'regulated mortgage contract' or a 'regulated home purchase plan'? Please click HERE to see (a short video)(detailed advice) explaining what these terms mean.  It is very important that you understand the difference between these agreements and other credit agreements as if this applies to you, you may be exempt. 60C(2) ROA",Are your agreements secured by a legal mortgage on land?   check where in RAO this comes from? it's in Credit Ready. q15.
"I'm looking to become authorised, I'm looking for some advice on becoming authorised in regards to retail finance. ","Do you act as appointed representative for an authorised firm? If you are appointed by a person who is authorised by the FCA to represent that person you may be exempt. If you have a written agreement with the authorised firm and meet the conditions listed HERE, click 'yes'. Otherwise, click 'no'.  ","Do you act as appointed representative for an authorised firm? If you are appointed by a person who is authorised by the FCA to represent that person you may be exempt. If you have a written agreement with the authorised firm and meet the conditions listed HERE, click 'yes'. Otherwise, click 'no'.  ","Do you act as appointed representative for an authorised firm? If you are appointed by a person who is authorised by the FCA to represent that person you may be exempt. If you have a written agreement with the authorised firm and meet the conditions listed HERE, click 'yes'. Otherwise, click 'no'.  ","Do you engage in credit broking (for example, do you introduce customers to a finance or leasing company)? Not all credit agreements are regulated. This means that if you are providing credit broking services in respect of a credit agreement that is exempt, you may also be exempt from authorisation. Click HERE to view a short video about exempt credit agreements.  "
"I'm looking to basically start my own business, selling gaming laptops. So obviously, what I'm looking for advice on is, how I become regulates, so, instead of me having to go to a retail finance company, I can do it myself, so I can charge a lower APR if that makes sense?",Is your main business activity to sell goods or supply services and not to carry on a regulated activity?   credit ready q.4,Is your main business activity to sell goods or supply services and not to carry on a regulated activity?   credit ready q.4,Are you a local authority or a 'Specified Person'? Click HERE to check if you are a housing authority or specified person.  60E(2),"Are you a not for profit organisation? A not-for-profit body is one which, by virtue of its constitution or any enactment:
(1) is required (after payment of outgoings) to apply the whole of its income, and any capital which it expends, for charitable or public purposes, and 
(2) is prohibited from directly or indirectly distributing amongst its members any part of its assets (otherwise than for charitable or public purposes).  "
"I'm a car dealership, I sell cars for a living. I don't currently offer finance myself. A lDo I need to offer finace and how do I go about it?",Is your main business activity to sell goods or supply services and not to carry on a regulated activity?   credit ready q.4,Are the loans you provide to your customers for the purposes of financing the purchase of a dwelling and secured by a mortgage on land? Please click HERE to (watch this video) and click 'yes' if ANY of the credit agreements you enter into with your customers are mentioned or listed in the video.   60E,"Do you deal with Consumer Clients 'by way of business'? The expression 'by way of business' means that you conduct this activity regularly. If you intend to provide a loan to an individual once for example, you will not need to be authorised. If you are not sure how this applies to you, please click HERE to find out more.   ","Is the credit agreement a 'regulated mortgage contract' or a 'regulated home purchase plan'? Please click HERE to see (a short video)(detailed advice) explaining what these terms mean.  It is very important that you understand the difference between these agreements and other credit agreements as if this applies to you, you may be exempt. 60C(2) ROA"
"I sell cars and I understand that if I want to offer finance, I have to have a limited car dealership licence?","Do you already have another Limited Permission AND only provide credit information services in connection with this Limited Permission? If the performance of credit information activities is incidental or only connected to the carrying on of another Limited Permission, then you will not need to increase your license from Limited to Full.  check ROA. q 32, credit ready","Do you already have another Limited Permission AND only provide credit information services in connection with this Limited Permission? If the performance of credit information activities is incidental or only connected to the carrying on of another Limited Permission, then you will not need to increase your license from Limited to Full.  check ROA. q 32, credit ready",Are you a housing authority? Click HERE to check if you are a housing authority.   60E(5),"a. Do you charge any money to borrowers in connection with the provision of credit – including interest payments and other charges?

b. Is the obligation to repay secured by a legal mortgage on land?

c. Are your agreements ever hire purchase or conditional sale agreements? If you answer ‘yes’ to any of these question, then please click ‘yes'. Otherwise click ‘no’  A ‘hire-purchase agreement’ is an agreement between you as owner and another person as hirer of goods where the hirer has the option or ability to buy the goods. The goods should be in the possession of the hirer. This agreement is not to be confused with a consumer hire agreement which is also an agreement between you as owner and another person as hirer of goods BUT which does not give the hirer the option to purchase the goods. credit ready q.5"
"I'm looking at a new business, which is renting vehicles, renting cars, to consumers. Now, I own them, but they can have the option of purchasing them if they want. Would I fall under your parameters? ","Is the credit provided to your customer so he can purchase land for non residential purposes? Before answering the question, click HERE to (watch a video)(read advice) which explains what this means as the question does not relate to all purchases of land.  60D","Do you enter into consumer hire agreements with individuals? A consumer hire agreement is an agreement between you as owner and another person as hirer of goods AND which is for a duration of more than 3 months. The goods should be in the possession of the hirer. This agreement is not to be confused with a ‘hire-purchase agreement’ where the hirer has the option or ability to buy the goods. NOTE: If you exercise the rights of an owner, you are also deemed to be entering into a consumer hire agreement and should click ‘yes’.  60N to Q","a. Do you charge any money to borrowers in connection with the provision of credit – including interest payments and other charges?

b. Is the obligation to repay secured by a legal mortgage on land?

c. Are your agreements ever hire purchase or conditional sale agreements? If you answer ‘yes’ to any of these question, then please click ‘yes'. Otherwise click ‘no’  A ‘hire-purchase agreement’ is an agreement between you as owner and another person as hirer of goods where the hirer has the option or ability to buy the goods. The goods should be in the possession of the hirer. This agreement is not to be confused with a consumer hire agreement which is also an agreement between you as owner and another person as hirer of goods BUT which does not give the hirer the option to purchase the goods. credit ready q.5",Do you provide credit references?   
"I've got a client who has a straight forward situation where an adult wants to provide a loan to help purchase a house for the son. Clearly that person doesn't have to be authorised under the FCA regime because they're not doingit as a business, I'm quite clear about that. But the consumer credit act element, I'm a bit confused about, as to whether there is an exemption there or not; whether any of the act applies?","Do you act as appointed representative for an authorised firm? If you are appointed by a person who is authorised by the FCA to represent that person you may be exempt. If you have a written agreement with the authorised firm and meet the conditions listed HERE, click 'yes'. Otherwise, click 'no'.  ","Do you act as appointed representative for an authorised firm? If you are appointed by a person who is authorised by the FCA to represent that person you may be exempt. If you have a written agreement with the authorised firm and meet the conditions listed HERE, click 'yes'. Otherwise, click 'no'.  ","<p><strong>Do you deal with Consumer Clients?</strong></p> <p>A consumer client is an individual whose habitual residence is in the UK. Click HERE for more information. The term 'deal' is used here in a very broad sense. It refers to providing lending services, other credit related services, debt services related to credit agreements, credit referencing services, peer to peer lending platforms which relate to consumer credit agreements and more. If you are not sure if you deal with consumer clients, please click 'yes' so you can confirm this by completing this questionnaire.</p> <p>Whether you need a consumer credit license or not depends on who your customers are. if your customers are NOT consumers, for example if they are companies and you regularly provide them with loans, then you should take our intermediary questionnaire to check if you need to apply for another license. Please click HERE to take the intermediary questionnaire. Please note that where you are based has no impact on whether you should apply for a license or not. For the purposes of this analysis, it is the location of your customers that matters.</p> ",mul780 .  que829
"I was wondering, what would be the rules in regards to maybe split payments for patients? Because I remember that dental practices should be registered with the FCA if they do provide a staggered payment. ","Do you carry on the activity of debt collecting? Please click ‘yes’ if you take steps that lead to the payment of a debt under a credit agreement or a hire agreement or any of the agreements listed in this list (add link), Otherwise, click ‘no’.  39F","Do you carry on the activity of debt collecting? Please click ‘yes’ if you take steps that lead to the payment of a debt under a credit agreement or a hire agreement or any of the agreements listed in this list (add link), Otherwise, click ‘no’.  39F","Do you act as appointed representative for an authorised firm? If you are appointed by a person who is authorised by the FCA to represent that person you may be exempt. If you have a written agreement with the authorised firm and meet the conditions listed HERE, click 'yes'. Otherwise, click 'no'.  ","Do you carry on the activity of debt administration? Please click ‘yes’ if you take steps to (1) perform the duties of a lender or an owner or (2) exercise or enforce the rights of a lender or an owner under a credit agreement or a hire agreement or any of the agreements listed in this list (add link), Otherwise, click ‘no’.  39G"
"Do I need to look at the Consumer Credit Act in any way, shape or form to offer finance?","Do you deal with Consumer Clients 'by way of business'? The expression 'by way of business' means that you conduct this activity regularly. If you intend to provide a loan to an individual once for example, you will not need to be authorised. If you are not sure how this applies to you, please click HERE to find out more.   ","Do you deal with Consumer Clients 'by way of business'? The expression 'by way of business' means that you conduct this activity regularly. If you intend to provide a loan to an individual once for example, you will not need to be authorised. If you are not sure how this applies to you, please click HERE to find out more.   ","<p><strong>Do you deal with Consumer Clients?</strong></p> <p>A consumer client is an individual whose habitual residence is in the UK. Click HERE for more information. The term 'deal' is used here in a very broad sense. It refers to providing lending services, other credit related services, debt services related to credit agreements, credit referencing services, peer to peer lending platforms which relate to consumer credit agreements and more. If you are not sure if you deal with consumer clients, please click 'yes' so you can confirm this by completing this questionnaire.</p> <p>Whether you need a consumer credit license or not depends on who your customers are. if your customers are NOT consumers, for example if they are companies and you regularly provide them with loans, then you should take our intermediary questionnaire to check if you need to apply for another license. Please click HERE to take the intermediary questionnaire. Please note that where you are based has no impact on whether you should apply for a license or not. For the purposes of this analysis, it is the location of your customers that matters.</p> ",Are you a credit union? Click HERE to check if you are a credit union.  60G(2)
I'm selling passive exercise bikes for disabled people and I want to offer finance for them on my website. Do I need to the FCA for that?,"Is the credit provided to your customer for his business AND in connection with trade in goods and services with persons outside of the UK? The location of the customer of your customer is key to answering this question. If your customer sells goods from the UK to Germany, click 'yes'. If he is a consultant who advises clients who are outside of the UK, please also click 'yes'. If, however, he sells goods (such as children toys) to people in the UK as well as to people outside of the UK, then click 'no'.  60C(8)","Is the credit provided to your customer for his business AND in connection with trade in goods and services with persons outside of the UK? The location of the customer of your customer is key to answering this question. If your customer sells goods from the UK to Germany, click 'yes'. If he is a consultant who advises clients who are outside of the UK, please also click 'yes'. If, however, he sells goods (such as children toys) to people in the UK as well as to people outside of the UK, then click 'no'.  60C(8)","Is the credit provided to your customer for his business AND in connection with trade in goods and services with persons outside of the UK? The location of the customer of your customer is key to answering this question. If your customer sells goods from the UK to Germany, click 'yes'. If he is a consultant who advises clients who are outside of the UK, please also click 'yes'. If, however, he sells goods (such as children toys) to people in the UK as well as to people outside of the UK, then click 'no'.  60C(8)","Are your customers high net worth individuals only? If you provide loans to 'high net worth individuals' only, you will not need to apply for authorisation. Consider whether this is an option for your business.
Note: If your customers are ‘high net worth individuals’ you will need to make sure that you comply with the 'conditions' (link to conditions) and your customer will need to sign this declaration (link to declaration).  This question is eliminating 60H RAO"
"I just want to make sure, do I need any licencing or anything to carry out my duties? I've got a company and we set up tablets. So we are programmers, so we have a small team here and the majority of the programmers are abroad. What we do is we set up tablet screens where individuals can enter an application, all of the supportive details onthere and process the direct debits. I'm just not sure, if you're a business, do you need a consumer credit licence, because it contains the word 'consumer'? It's a B2B, it's going through 'go cardless' - a third party direct debit, do I still need a consumer credit licence? ","<p><strong>Do you deal with Consumer Clients?</strong></p> <p>A consumer client is an individual whose habitual residence is in the UK. Click HERE for more information. The term 'deal' is used here in a very broad sense. It refers to providing lending services, other credit related services, debt services related to credit agreements, credit referencing services, peer to peer lending platforms which relate to consumer credit agreements and more. If you are not sure if you deal with consumer clients, please click 'yes' so you can confirm this by completing this questionnaire.</p> <p>Whether you need a consumer credit license or not depends on who your customers are. if your customers are NOT consumers, for example if they are companies and you regularly provide them with loans, then you should take our intermediary questionnaire to check if you need to apply for another license. Please click HERE to take the intermediary questionnaire. Please note that where you are based has no impact on whether you should apply for a license or not. For the purposes of this analysis, it is the location of your customers that matters.</p> ","<p><strong>Do you deal with Consumer Clients?</strong></p> <p>A consumer client is an individual whose habitual residence is in the UK. Click HERE for more information. The term 'deal' is used here in a very broad sense. It refers to providing lending services, other credit related services, debt services related to credit agreements, credit referencing services, peer to peer lending platforms which relate to consumer credit agreements and more. If you are not sure if you deal with consumer clients, please click 'yes' so you can confirm this by completing this questionnaire.</p> <p>Whether you need a consumer credit license or not depends on who your customers are. if your customers are NOT consumers, for example if they are companies and you regularly provide them with loans, then you should take our intermediary questionnaire to check if you need to apply for another license. Please click HERE to take the intermediary questionnaire. Please note that where you are based has no impact on whether you should apply for a license or not. For the purposes of this analysis, it is the location of your customers that matters.</p> ","<p><strong>Do you deal with Consumer Clients?</strong></p> <p>A consumer client is an individual whose habitual residence is in the UK. Click HERE for more information. The term 'deal' is used here in a very broad sense. It refers to providing lending services, other credit related services, debt services related to credit agreements, credit referencing services, peer to peer lending platforms which relate to consumer credit agreements and more. If you are not sure if you deal with consumer clients, please click 'yes' so you can confirm this by completing this questionnaire.</p> <p>Whether you need a consumer credit license or not depends on who your customers are. if your customers are NOT consumers, for example if they are companies and you regularly provide them with loans, then you should take our intermediary questionnaire to check if you need to apply for another license. Please click HERE to take the intermediary questionnaire. Please note that where you are based has no impact on whether you should apply for a license or not. For the purposes of this analysis, it is the location of your customers that matters.</p> ","Do you enter into consumer hire agreements with individuals? A consumer hire agreement is an agreement between you as owner and another person as hirer of goods AND which is for a duration of more than 3 months. The goods should be in the possession of the hirer. This agreement is not to be confused with a ‘hire-purchase agreement’ where the hirer has the option or ability to buy the goods. NOTE: If you exercise the rights of an owner, you are also deemed to be entering into a consumer hire agreement and should click ‘yes’.  60N to Q"
"I've been talking to this firm who is happy to provide my customers with finance, but they are asking for me to get an FCA licence first so they can actually give it for more than 12 months, otherwise my customers would be restricted to paying it in 12 months. Is this correct?","Do you act as appointed representative for an authorised firm? If you are appointed by a person who is authorised by the FCA to represent that person you may be exempt. If you have a written agreement with the authorised firm and meet the conditions listed HERE, click 'yes'. Otherwise, click 'no'.  ",Are the loans you provide to your customers for the purposes of financing the purchase of a dwelling and secured by a mortgage on land? Please click HERE to (watch this video) and click 'yes' if ANY of the credit agreements you enter into with your customers are mentioned or listed in the video.   60E,"Do you enter into consumer hire agreements with individuals? A consumer hire agreement is an agreement between you as owner and another person as hirer of goods AND which is for a duration of more than 3 months. The goods should be in the possession of the hirer. This agreement is not to be confused with a ‘hire-purchase agreement’ where the hirer has the option or ability to buy the goods. NOTE: If you exercise the rights of an owner, you are also deemed to be entering into a consumer hire agreement and should click ‘yes’.  60N to Q","If you answer ‘no’ to ALL of the below, then pls click ‘no'. Otherwise click ‘yes’ a. Do you carry on credit broking in relation to Green Deal Plans?  b. Do you carry on credit broking in relation to consumer hire or hire purchase agreements? c. Do you carry on broking for the purposes of, or in connection with, the sale of goods or supply of services by you? Please note that a hire purchase agreement is a credit agreement, not a hire agreement.  credit ready q.18, 22 and 26"
"I was just considering whether it was worthwhile me to get into or not, or to stick to 12 months. If we want to offer our customers more than 12 months of finance, what do we have to do?","Do you enter into consumer hire agreements with individuals? A consumer hire agreement is an agreement between you as owner and another person as hirer of goods AND which is for a duration of more than 3 months. The goods should be in the possession of the hirer. This agreement is not to be confused with a ‘hire-purchase agreement’ where the hirer has the option or ability to buy the goods. NOTE: If you exercise the rights of an owner, you are also deemed to be entering into a consumer hire agreement and should click ‘yes’.  60N to Q",Are the loans you provide to your customers for the purposes of financing the purchase of a dwelling and secured by a mortgage on land? Please click HERE to (watch this video) and click 'yes' if ANY of the credit agreements you enter into with your customers are mentioned or listed in the video.   60E,Are you an investment firm or a credit institution AND the agreement is entered into for the purpose of allowing the borrower to carry out a transaction relating to one or more financial instruments?   60E(6),Is your main business activity to sell goods or supply services and not to carry on a regulated activity?   credit ready q.4
"Before I file for it, do I need to have a retail finance company on my side, or can we just do it without it and once we do get a licence, can we go after these finance companies?","Do you engage in credit broking (for example, do you introduce customers to a finance or leasing company)? Not all credit agreements are regulated. This means that if you are providing credit broking services in respect of a credit agreement that is exempt, you may also be exempt from authorisation. Click HERE to view a short video about exempt credit agreements.  ","Do you engage in credit broking (for example, do you introduce customers to a finance or leasing company)? Not all credit agreements are regulated. This means that if you are providing credit broking services in respect of a credit agreement that is exempt, you may also be exempt from authorisation. Click HERE to view a short video about exempt credit agreements.  ","Do you engage in credit broking (for example, do you introduce customers to a finance or leasing company)? Not all credit agreements are regulated. This means that if you are providing credit broking services in respect of a credit agreement that is exempt, you may also be exempt from authorisation. Click HERE to view a short video about exempt credit agreements.  ","Is the loan provided to the customer in connection with a dwelling and secured by a mortgage on land? Before you answer the question, click HERE to see what conditions apply.  60E(5)"
I'm looking at setting up a vehicle leasing and brokerage. ,"Do you engage in credit broking (for example, do you introduce customers to a finance or leasing company)? Not all credit agreements are regulated. This means that if you are providing credit broking services in respect of a credit agreement that is exempt, you may also be exempt from authorisation. Click HERE to view a short video about exempt credit agreements.  ","Do you engage in credit broking (for example, do you introduce customers to a finance or leasing company)? Not all credit agreements are regulated. This means that if you are providing credit broking services in respect of a credit agreement that is exempt, you may also be exempt from authorisation. Click HERE to view a short video about exempt credit agreements.  ","Do you engage in credit broking (for example, do you introduce customers to a finance or leasing company)? Not all credit agreements are regulated. This means that if you are providing credit broking services in respect of a credit agreement that is exempt, you may also be exempt from authorisation. Click HERE to view a short video about exempt credit agreements.  ",que1058 yes  adv7
I've been told because of my professional services work I may do from time to time that I have to differentiate what would fall under a consumer credit licence.,"<p><strong>Do you deal with Consumer Clients?</strong></p> <p>A consumer client is an individual whose habitual residence is in the UK. Click HERE for more information. The term 'deal' is used here in a very broad sense. It refers to providing lending services, other credit related services, debt services related to credit agreements, credit referencing services, peer to peer lending platforms which relate to consumer credit agreements and more. If you are not sure if you deal with consumer clients, please click 'yes' so you can confirm this by completing this questionnaire.</p> <p>Whether you need a consumer credit license or not depends on who your customers are. if your customers are NOT consumers, for example if they are companies and you regularly provide them with loans, then you should take our intermediary questionnaire to check if you need to apply for another license. Please click HERE to take the intermediary questionnaire. Please note that where you are based has no impact on whether you should apply for a license or not. For the purposes of this analysis, it is the location of your customers that matters.</p> ","Do you enter into consumer hire agreements with individuals? A consumer hire agreement is an agreement between you as owner and another person as hirer of goods AND which is for a duration of more than 3 months. The goods should be in the possession of the hirer. This agreement is not to be confused with a ‘hire-purchase agreement’ where the hirer has the option or ability to buy the goods. NOTE: If you exercise the rights of an owner, you are also deemed to be entering into a consumer hire agreement and should click ‘yes’.  60N to Q","<p><strong>Do you deal with Consumer Clients?</strong></p> <p>A consumer client is an individual whose habitual residence is in the UK. Click HERE for more information. The term 'deal' is used here in a very broad sense. It refers to providing lending services, other credit related services, debt services related to credit agreements, credit referencing services, peer to peer lending platforms which relate to consumer credit agreements and more. If you are not sure if you deal with consumer clients, please click 'yes' so you can confirm this by completing this questionnaire.</p> <p>Whether you need a consumer credit license or not depends on who your customers are. if your customers are NOT consumers, for example if they are companies and you regularly provide them with loans, then you should take our intermediary questionnaire to check if you need to apply for another license. Please click HERE to take the intermediary questionnaire. Please note that where you are based has no impact on whether you should apply for a license or not. For the purposes of this analysis, it is the location of your customers that matters.</p> ","Is the credit provided to your customer for his business AND in connection with trade in goods and services with persons outside of the UK? The location of the customer of your customer is key to answering this question. If your customer sells goods from the UK to Germany, click 'yes'. If he is a consultant who advises clients who are outside of the UK, please also click 'yes'. If, however, he sells goods (such as children toys) to people in the UK as well as to people outside of the UK, then click 'no'.  60C(8)"
"I sell cars through finance, I've been told I must get FCA limited permissions to be able to do that.","Do you already have another Limited Permission AND only provide credit information services in connection with this Limited Permission? If the performance of credit information activities is incidental or only connected to the carrying on of another Limited Permission, then you will not need to increase your license from Limited to Full.  check ROA. q 32, credit ready","Do you already have another Limited Permission AND only provide credit information services in connection with this Limited Permission? If the performance of credit information activities is incidental or only connected to the carrying on of another Limited Permission, then you will not need to increase your license from Limited to Full.  check ROA. q 32, credit ready","Do you already have another Limited Permission AND only provide credit information services in connection with this Limited Permission? If the performance of credit information activities is incidental or only connected to the carrying on of another Limited Permission, then you will not need to increase your license from Limited to Full.  check ROA. q 32, credit ready",Are you an investment firm or a credit institution AND the agreement is entered into for the purpose of allowing the borrower to carry out a transaction relating to one or more financial instruments?   60E(6)
"I'm a second car dealership and I've just started my business and I want to be able to offer my customers finance, I've been told my need to registered or authorised",Are the loans you provide to your customers for the purposes of financing the purchase of a dwelling and secured by a mortgage on land? Please click HERE to (watch this video) and click 'yes' if ANY of the credit agreements you enter into with your customers are mentioned or listed in the video.   60E,Are the loans you provide to your customers for the purposes of financing the purchase of a dwelling and secured by a mortgage on land? Please click HERE to (watch this video) and click 'yes' if ANY of the credit agreements you enter into with your customers are mentioned or listed in the video.   60E,"Is the credit provided to your customer for his business AND in connection with trade in goods and services with persons outside of the UK? The location of the customer of your customer is key to answering this question. If your customer sells goods from the UK to Germany, click 'yes'. If he is a consultant who advises clients who are outside of the UK, please also click 'yes'. If, however, he sells goods (such as children toys) to people in the UK as well as to people outside of the UK, then click 'no'.  60C(8)","Do you enter into any of the credit agreements shown in this video with your customers? Please click HERE to watch a short video about the types of agreements which are exempt. If you enter into these agreements with your customers, click 'yes'. Otherwise, click 'no'.   60G(3), (5) and (8)"
"I've been told that I need to register with the Financial Conduct Authority, in order to continue offering finance to our dental patients.",Are you a housing authority? Click HERE to check if you are a housing authority.   60E(5),Are you a housing authority? Click HERE to check if you are a housing authority.   60E(5),"Is the credit less than £25,000 AND a Green Deal Plan? Click HERE to find out what the Green Deal Plan is.   ","If the agreement is one of those listed in this short video (or pop up list), please click 'yes' otherwise click 'no'   60F exemptions relating to number of repayments to be made"
"We're an online furniture retailer, we'd like to be able to offer customers a possiblity to purchase sofas over longer periods like credit terms. I've been told that we need to apply for this FCA regulation, is that right?","Is the credit agreement a 'regulated mortgage contract' or a 'regulated home purchase plan'? Please click HERE to see (a short video)(detailed advice) explaining what these terms mean.  It is very important that you understand the difference between these agreements and other credit agreements as if this applies to you, you may be exempt. 60C(2) ROA","Is the credit agreement a 'regulated mortgage contract' or a 'regulated home purchase plan'? Please click HERE to see (a short video)(detailed advice) explaining what these terms mean.  It is very important that you understand the difference between these agreements and other credit agreements as if this applies to you, you may be exempt. 60C(2) ROA","Is the credit less than £25,000 AND a Green Deal Plan? Click HERE to find out what the Green Deal Plan is.   ","If the agreement is one of those listed in this short video (or pop up list), please click 'yes' otherwise click 'no'   60G exemptions relating to the total charge for credit"
If we're passing a customer on to someone who is FCA registered I've been told we need to be registered for credit broking is that right?,"If you answer ‘no’ to ALL of the below, then pls click ‘no'. Otherwise click ‘yes’ a. Do you carry on credit broking in relation to Green Deal Plans?  b. Do you carry on credit broking in relation to consumer hire or hire purchase agreements? c. Do you carry on broking for the purposes of, or in connection with, the sale of goods or supply of services by you? Please note that a hire purchase agreement is a credit agreement, not a hire agreement.  credit ready q.18, 22 and 26","Do you engage in credit broking (for example, do you introduce customers to a finance or leasing company)? Not all credit agreements are regulated. This means that if you are providing credit broking services in respect of a credit agreement that is exempt, you may also be exempt from authorisation. Click HERE to view a short video about exempt credit agreements.  ",Is your customer a 'high net worth' individual? Note: If your customers are ‘high net worth individuals’ you will need to make sure that you comply with the 'conditions' (link to conditions) and your customer will need to sign this declaration (link to declaration).  60Q,Are your agreements secured by a legal mortgage on land?   check where in RAO this comes from? it's in Credit Ready. q15.
"I was looking to take some advice and direction, I'm a sole trader car dealer and looking for authorisation to enable me to offer finance deals to customers.",Are the loans you provide to your customers for the purposes of financing the purchase of a dwelling and secured by a mortgage on land? Please click HERE to (watch this video) and click 'yes' if ANY of the credit agreements you enter into with your customers are mentioned or listed in the video.   60E,Are the loans you provide to your customers for the purposes of financing the purchase of a dwelling and secured by a mortgage on land? Please click HERE to (watch this video) and click 'yes' if ANY of the credit agreements you enter into with your customers are mentioned or listed in the video.   60E,"Do you engage in credit broking (for example, do you introduce customers to a finance or leasing company)? Not all credit agreements are regulated. This means that if you are providing credit broking services in respect of a credit agreement that is exempt, you may also be exempt from authorisation. Click HERE to view a short video about exempt credit agreements.  ","Does the value of the contract exceed £25,000 AND is it provided to the hirer predominantly for the purposes of his business?   60O"
